字詞號,字詞名,部首字,部首外筆劃數,總筆劃數,注音一式
05742,蒹,艸,10,14,ㄐㄧㄢ
05743,縑,糸,10,16,ㄐㄧㄢ
05744,鶼,鳥,10,21,ㄐㄧㄢ
05745,鰜,魚,10,21,ㄐㄧㄢ
05746,堅,土,8,11,ㄐㄧㄢ
05747,鰹,魚,11,22,ㄐㄧㄢ
05748,湔,水,9,12,ㄐㄧㄢ
05749,煎,火,9,13,ㄐㄧㄢ
05750,鬋,髟,9,19,ㄐㄧㄢ
05751,菅,艸,8,12,ㄐㄧㄢ
05752,間,門,4,12,(一)ㄐㄧㄢ
05753,閒,門,4,12,(二)ㄐㄧㄢ
05754,蕑,艸,12,16,ㄐㄧㄢ
05755,椷,木,9,13,ㄐㄧㄢ
05756,緘,糸,9,15,ㄐㄧㄢ
05757,犍,牛,9,13,(一)ㄐㄧㄢ
05758,鞬,革,9,18,ㄐㄧㄢ
05759,漸,水,11,14,(二)ㄐㄧㄢ
05760,蔪,艸,11,15,(三)ㄐㄧㄢ
05761,監,皿,9,14,(一)ㄐㄧㄢ
05762,尷,尢,14,17,(二)（又音）ㄐㄧㄢ
05763,礛,石,14,19,(一)ㄐㄧㄢ
05764,熸,火,12,16,ㄐㄧㄢ
05765,艱,艮,11,17,ㄐㄧㄢ
05766,瀸,水,17,20,ㄐㄧㄢ
05767,櫼,木,17,21,ㄐㄧㄢ
05768,殲,歹,17,21,ㄐㄧㄢ
05769,鑯,金,17,25,ㄐㄧㄢ
05770,韉,革,17,26,ㄐㄧㄢ
05771,囝,囗,3,6,(一)ㄐㄧㄢˇ
05772,柬,木,5,9,ㄐㄧㄢˇ
05773,揀,手,9,12,ㄐㄧㄢˇ
05774,剪,刀,9,11,ㄐㄧㄢˇ
05775,揃,手,9,12,ㄐㄧㄢˇ
05776,翦,羽,9,15,ㄐㄧㄢˇ
05777,譾,言,15,22,ㄐㄧㄢˇ
05778,趼,足,4,11,(一)ㄐㄧㄢˇ
05779,帴,巾,8,11,(一)ㄐㄧㄢˇ
05780,錢,金,8,16,(二)ㄐㄧㄢˇ
05781,減,水,9,12,ㄐㄧㄢˇ
05782,筧,竹,7,13,ㄐㄧㄢˇ
05783,戩,戈,10,14,ㄐㄧㄢˇ
05784,儉,人,13,15,(一)ㄐㄧㄢˇ
05785,撿,手,13,16,ㄐㄧㄢˇ
05786,檢,木,13,17,ㄐㄧㄢˇ
05787,瞼,目,13,18,ㄐㄧㄢˇ
05788,鹼,鹵,13,24,ㄐㄧㄢˇ
05789,謇,言,10,17,ㄐㄧㄢˇ
05790,蹇,足,10,17,ㄐㄧㄢˇ
05791,騫,馬,10,20,(二)ㄐㄧㄢˇ
05792,襉,衣,12,18,(一)ㄐㄧㄢˇ
05793,簡,竹,12,18,ㄐㄧㄢˇ
05794,繭,糸,13,19,ㄐㄧㄢˇ
05795,件,人,4,6,ㄐㄧㄢˋ
05796,牮,牛,5,9,ㄐㄧㄢˋ
05797,見,見,0,7,(一)ㄐㄧㄢˋ
05798,洊,水,6,9,ㄐㄧㄢˋ
05799,荐,艸,6,10,ㄐㄧㄢˋ
05800,建,廴,6,9,ㄐㄧㄢˋ
05801,健,人,9,11,ㄐㄧㄢˋ
05802,揵,手,9,12,(二)ㄐㄧㄢˋ
05803,毽,毛,9,13,ㄐㄧㄢˋ
05804,腱,肉,9,13,ㄐㄧㄢˋ
05805,鍵,金,9,17,ㄐㄧㄢˋ
05806,俴,人,8,10,ㄐㄧㄢˋ
05807,諓,言,8,15,ㄐㄧㄢˋ
05808,賤,貝,8,15,ㄐㄧㄢˋ
05809,踐,足,8,15,ㄐㄧㄢˋ
05810,餞,食,8,16,ㄐㄧㄢˋ
05811,濺,水,15,18,ㄐㄧㄢˋ
05812,間,門,4,12,(二)ㄐㄧㄢˋ
05813,閒,門,4,12,(三)ㄐㄧㄢˋ
05814,澗,水,12,15,ㄐㄧㄢˋ
05815,瞷,目,12,17,ㄐㄧㄢˋ
05816,襉,衣,12,18,(二)（又音）ㄐㄧㄢˋ
05817,鐧,金,12,20,ㄐㄧㄢˋ
05818,漸,水,11,14,(一)ㄐㄧㄢˋ
05819,蔪,艸,11,15,(一)ㄐㄧㄢˋ
05820,螹,虫,11,17,(一)ㄐㄧㄢˋ
05821,監,皿,9,14,(二)ㄐㄧㄢˋ
05822,檻,木,14,18,(一)ㄐㄧㄢˋ
05823,艦,舟,14,20,ㄐㄧㄢˋ
05824,鑒,金,14,22,ㄐㄧㄢˋ
05825,鑑,金,14,22,ㄐㄧㄢˋ
05826,箭,竹,9,15,ㄐㄧㄢˋ
05827,僭,人,12,14,ㄐㄧㄢˋ
05828,儉,人,13,15,(二)（又音）ㄐㄧㄢˋ
05829,劍,刀,13,15,ㄐㄧㄢˋ
05830,諫,言,9,16,ㄐㄧㄢˋ
05831,薦,艸,13,17,ㄐㄧㄢˋ
05832,巾,巾,0,3,ㄐㄧㄣ
05833,今,人,2,4,ㄐㄧㄣ
05834,矜,矛,4,9,(一)ㄐㄧㄣ
05835,衿,衣,4,10,ㄐㄧㄣ
05836,紟,糸,4,10,ㄐㄧㄣ
05837,斤,斤,0,4,ㄐㄧㄣ
05838,金,金,0,8,ㄐㄧㄣ
05839,津,水,6,9,ㄐㄧㄣ
05840,觔,角,2,9,ㄐㄧㄣ
05841,筋,竹,6,12,ㄐㄧㄣ
05842,浸,水,7,10,(二)（又音）ㄐㄧㄣ
05843,祲,示,7,12,ㄐㄧㄣ
05844,禁,示,8,13,(二)ㄐㄧㄣ
05845,襟,衣,13,19,ㄐㄧㄣ
05846,巹,己,6,9,ㄐㄧㄣˇ
05847,堇,土,8,11,(一)ㄐㄧㄣˇ
05848,菫,艸,8,12,ㄐㄧㄣˇ
05849,僅,人,11,13,(一)ㄐㄧㄣˇ
05850,廑,广,11,14,(一)ㄐㄧㄣˇ
05851,墐,土,11,14,(一)ㄐㄧㄣˇ
05852,瑾,玉,11,15,(一)ㄐㄧㄣˇ
05852A,蓳,艸,11,15,ㄐㄧㄣˇ
05853,槿,木,11,15,ㄐㄧㄣˇ
05854,殣,歹,11,15,(一)ㄐㄧㄣˇ
05855,謹,言,11,18,ㄐㄧㄣˇ
05856,覲,見,11,18,(一)ㄐㄧㄣˇ
05857,饉,食,11,19,(一)ㄐㄧㄣˇ
05858,緊,糸,8,14,ㄐㄧㄣˇ
05859,儘,人,14,16,ㄐㄧㄣˇ
05860,錦,金,8,16,ㄐㄧㄣˇ
05861,妗,女,4,7,ㄐㄧㄣˋ
05862,近,辵,4,8,ㄐㄧㄣˋ
05863,勁,力,7,9,(二)ㄐㄧㄣˋ
05864,浸,水,7,10,(一)ㄐㄧㄣˋ
05865,寖,宀,10,13,ㄐㄧㄣˋ
05866,晉,日,6,10,ㄐㄧㄣˋ
05867,搢,手,10,13,ㄐㄧㄣˋ
05868,鄑,邑,10,13,(一)ㄐㄧㄣˋ
05869,縉,糸,10,16,ㄐㄧㄣˋ
05870,堇,土,8,11,(二)（又音）ㄐㄧㄣˋ
05871,僅,人,11,13,(二)（又音）ㄐㄧㄣˋ
05872,廑,广,11,14,(二)（又音）ㄐㄧㄣˋ
05873,墐,土,11,14,(二)（又音）ㄐㄧㄣˋ
05874,瑾,玉,11,15,(二)（又音）ㄐㄧㄣˋ
05875,殣,歹,11,15,(二)（又音）ㄐㄧㄣˋ
05876,覲,見,11,18,(二)（又音）ㄐㄧㄣˋ
05877,饉,食,11,19,(二)（又音）ㄐㄧㄣˋ
05878,進,辵,8,12,ㄐㄧㄣˋ
05879,靳,革,4,13,ㄐㄧㄣˋ
05880,禁,示,8,13,(一)ㄐㄧㄣˋ
05881,噤,口,13,16,ㄐㄧㄣˋ
05882,盡,皿,9,14,ㄐㄧㄣˋ
05883,濜,水,14,17,ㄐㄧㄣˋ
05884,燼,火,14,18,ㄐㄧㄣˋ
05885,藎,艸,14,18,ㄐㄧㄣˋ
05886,贐,貝,14,21,ㄐㄧㄣˋ
05887,江,水,3,6,ㄐㄧㄤ
05888,矼,石,3,8,(二)ㄐㄧㄤ
05889,豇,豆,3,10,ㄐㄧㄤ
05890,茳,艸,6,10,ㄐㄧㄤ
05891,姜,女,6,9,ㄐㄧㄤ
05892,將,寸,8,11,(一)ㄐㄧㄤ
05893,漿,水,11,15,ㄐㄧㄤ
05894,螿,虫,11,17,ㄐㄧㄤ
05895,僵,人,13,15,ㄐㄧㄤ
05896,橿,木,13,17,ㄐㄧㄤ
05897,殭,歹,13,17,ㄐㄧㄤ
05898,薑,艸,13,17,ㄐㄧㄤ
05899,礓,石,13,18,ㄐㄧㄤ
05900,疆,田,14,19,ㄐㄧㄤ
05901,韁,革,13,22,(一)ㄐㄧㄤ
05902,蔣,艸,11,15,ㄐㄧㄤˇ
05903,槳,木,11,15,ㄐㄧㄤˇ
05904,獎,犬,11,15,ㄐㄧㄤˇ
05905,講,言,10,17,ㄐㄧㄤˇ
05906,顜,頁,10,19,ㄐㄧㄤˇ
05907,匠,匚,4,6,ㄐㄧㄤˋ
05908,洚,水,6,9,ㄐㄧㄤˋ
05909,降,阜,6,9,(一)ㄐㄧㄤˋ
05910,絳,糸,6,12,ㄐㄧㄤˋ
05911,弶,弓,8,11,ㄐㄧㄤˋ
05912,強,弓,8,11,(三)ㄐㄧㄤˋ
05913,糨,米,11,17,ㄐㄧㄤˋ
05914,將,寸,8,11,(二)ㄐㄧㄤˋ
05915,醬,酉,11,18,ㄐㄧㄤˋ
05916,更,曰,3,7,(二)ㄐㄧㄥ
05917,粳,米,7,13,(二)（語音）ㄐㄧㄥ
05918,京,亠,6,8,(一)ㄐㄧㄥ
05919,鯨,魚,8,19,ㄐㄧㄥ
05920,青,青,0,8,(二)ㄐㄧㄥ
05921,菁,艸,8,12,ㄐㄧㄥ
05922,睛,目,8,13,ㄐㄧㄥ
05923,精,米,8,14,ㄐㄧㄥ
05924,箐,竹,8,14,(一)ㄐㄧㄥ
05925,鶄,鳥,8,19,ㄐㄧㄥ
05926,鼱,鼠,8,21,ㄐㄧㄥ
05927,涇,水,7,10,ㄐㄧㄥ
05928,莖,艸,7,11,ㄐㄧㄥ
05929,經,糸,7,13,ㄐㄧㄥ
05930,荊,艸,6,10,ㄐㄧㄥ
05931,耕,耒,4,10,(二)（語音）ㄐㄧㄥ
05932,旌,方,7,11,ㄐㄧㄥ
05933,旍,方,7,11,ㄐㄧㄥ
05934,晶,日,8,12,ㄐㄧㄥ
05935,兢,儿,12,14,ㄐㄧㄥ
05936,驚,馬,13,23,ㄐㄧㄥ
05937,井,二,2,4,ㄐㄧㄥˇ
05938,阱,阜,4,7,ㄐㄧㄥˇ
05939,剄,刀,7,9,ㄐㄧㄥˇ
05940,頸,頁,7,16,(一)ㄐㄧㄥˇ
05941,景,日,8,12,(一)ㄐㄧㄥˇ
05942,憬,心,12,15,ㄐㄧㄥˇ
05943,璟,玉,12,16,ㄐㄧㄥˇ
05944,儆,人,13,15,ㄐㄧㄥˇ
05945,警,言,13,20,ㄐㄧㄥˇ
05946,肵,肉,4,8,(二)（又音）ㄐㄧㄥˋ
05947,勁,力,7,9,(一)ㄐㄧㄥˋ
05948,徑,彳,7,10,ㄐㄧㄥˋ
05949,逕,辵,7,11,ㄐㄧㄥˋ
05950,脛,肉,7,11,ㄐㄧㄥˋ
05951,痙,疒,7,12,ㄐㄧㄥˋ
05952,凊,冫,8,10,ㄐㄧㄥˋ
05953,婧,女,8,11,ㄐㄧㄥˋ
05954,靖,青,5,13,ㄐㄧㄥˋ
05955,靚,青,7,15,ㄐㄧㄥˋ
05956,倞,人,8,10,(二)ㄐㄧㄥˋ
05957,淨,水,8,11,ㄐㄧㄥˋ
05958,竫,立,8,13,ㄐㄧㄥˋ
05959,靜,青,8,16,ㄐㄧㄥˋ
05960,竟,音,2,11,ㄐㄧㄥˋ
05961,境,土,11,14,ㄐㄧㄥˋ
05962,獍,犬,11,14,ㄐㄧㄥˋ
05963,鏡,金,11,19,ㄐㄧㄥˋ
05964,敬,攴,9,13,ㄐㄧㄥˋ
05965,競,立,15,20,ㄐㄧㄥˋ
05966,且,一,4,5,(二)ㄐㄩ
05967,沮,水,5,8,(一)ㄐㄩ
05968,狙,犬,5,8,ㄐㄩ
05969,苴,艸,5,9,(一)ㄐㄩ
05970,砠,石,5,10,ㄐㄩ
05971,疽,疒,5,10,ㄐㄩ
05972,罝,网,5,10,ㄐㄩ
05973,蛆,虫,5,11,(二)ㄐㄩ
05974,趄,走,5,12,(一)ㄐㄩ
05975,菹,艸,8,12,ㄐㄩ
05976,葅,艸,9,13,ㄐㄩ
05977,雎,隹,5,13,ㄐㄩ
05978,車,車,0,7,(二)（讀音）ㄐㄩ
05979,拘,手,5,8,ㄐㄩ
05980,痀,疒,5,10,ㄐㄩ
05981,駒,馬,5,15,ㄐㄩ
05982,居,尸,5,8,(一)ㄐㄩ
05983,据,手,8,11,(一)ㄐㄩ
05984,琚,玉,8,12,ㄐㄩ
05985,椐,木,8,12,ㄐㄩ
05986,腒,肉,8,12,ㄐㄩ
05987,裾,衣,8,14,ㄐㄩ
05988,鋸,金,8,16,(二)ㄐㄩ
05989,鶋,鳥,8,19,ㄐㄩ
05990,俱,人,8,10,(二)（又音）ㄐㄩ
05991,&92b9._104_0.gif;,臼,0,6,ㄐㄩˊ
05992,局,尸,4,7,ㄐㄩˊ
05993,侷,人,7,9,ㄐㄩˊ
05994,挶,手,7,10,ㄐㄩˊ
05995,焗,火,7,11,ㄐㄩˊ
05996,梮,木,7,11,ㄐㄩˊ
05997,跼,足,7,14,ㄐㄩˊ
05998,鋦,金,7,15,ㄐㄩˊ
05999,匊,勹,6,8,ㄐㄩˊ
06000,掬,手,8,11,ㄐㄩˊ
06001,椈,木,8,12,ㄐㄩˊ
06002,菊,艸,8,12,ㄐㄩˊ
06003,踘,足,8,15,ㄐㄩˊ
06004,鞠,革,8,17,ㄐㄩˊ
06005,桔,木,6,10,(二)ㄐㄩˊ
06006,湨,水,9,12,ㄐㄩˊ
06007,鶪,鳥,9,20,ㄐㄩˊ
06008,輂,車,6,13,ㄐㄩˊ
06009,鴃,鳥,4,15,(二)（又音）ㄐㄩˊ
06010,橘,木,12,16,ㄐㄩˊ
06011,鞫,革,9,18,ㄐㄩˊ
06012,沮,水,5,8,(二)ㄐㄩˇ
06013,咀,口,5,8,ㄐㄩˇ
06014,苴,艸,5,9,(二)ㄐㄩˇ
06015,齟,齒,5,20,ㄐㄩˇ
06016,弆,廾,5,8,ㄐㄩˇ
06017,柜,木,5,9,(一)ㄐㄩˇ
06018,矩,矢,5,10,ㄐㄩˇ
06019,枸,木,5,9,(二)ㄐㄩˇ
06020,竘,立,5,10,ㄐㄩˇ
06021,蒟,艸,10,14,ㄐㄩˇ
06022,莒,艸,7,11,ㄐㄩˇ
06023,筥,竹,7,13,ㄐㄩˇ
06024,椇,木,8,12,ㄐㄩˇ
06025,萭,艸,9,13,(二)ㄐㄩˇ
06026,踽,足,9,16,ㄐㄩˇ
06027,舉,臼,10,17,ㄐㄩˇ
06028,櫸,木,17,21,ㄐㄩˇ
06029,籧,竹,17,23,(二)ㄐㄩˇ
06030,巨,工,2,5,ㄐㄩˋ
06031,拒,手,5,8,ㄐㄩˋ
06032,炬,火,5,9,ㄐㄩˋ
06033,苣,艸,5,9,ㄐㄩˋ
06034,秬,禾,5,10,ㄐㄩˋ
06035,粔,米,5,11,ㄐㄩˋ
06036,蚷,虫,5,11,ㄐㄩˋ
06037,詎,言,5,12,ㄐㄩˋ
06038,距,足,5,12,ㄐㄩˋ
06039,鉅,金,5,13,ㄐㄩˋ
06040,駏,馬,5,15,ㄐㄩˋ
06041,句,口,2,5,(一)ㄐㄩˋ
06042,足,足,0,7,(二)ㄐㄩˋ
06043,沮,水,5,8,(三)ㄐㄩˋ
06044,怚,心,5,8,ㄐㄩˋ
06045,具,八,6,8,ㄐㄩˋ
06046,俱,人,8,10,(一)ㄐㄩˋ
06047,埧,土,8,11,ㄐㄩˋ
06048,颶,風,8,17,ㄐㄩˋ
06049,冣,冖,8,10,(一)ㄐㄩˋ
06050,聚,耳,8,14,ㄐㄩˋ
06051,䀠,目,5,10,ㄐㄩˋ
06052,瞿,目,13,18,(三)ㄐㄩˋ
06053,懼,心,18,21,ㄐㄩˋ
06054,倨,人,8,10,ㄐㄩˋ
06055,踞,足,8,15,ㄐㄩˋ
06056,鋸,金,8,16,(一)ㄐㄩˋ
06057,虡,虍,8,14,ㄐㄩˋ
06058,劇,刀,13,15,(一)ㄐㄩˋ
06059,懅,心,13,16,ㄐㄩˋ
06060,據,手,13,16,ㄐㄩˋ
06061,遽,辵,13,17,ㄐㄩˋ
06062,醵,酉,13,20,ㄐㄩˋ
06063,躆,足,13,20,ㄐㄩˋ
06064,鐻,金,13,21,ㄐㄩˋ
06065,窶,穴,11,16,(一)ㄐㄩˋ
06066,屨,尸,14,17,ㄐㄩˋ
06067,貗,豸,11,18,(一)ㄐㄩˋ
06068,嗟,口,10,13,(二)（又音）ㄐㄩㄝ
06069,撅,手,12,15,ㄐㄩㄝ
06070,噘,口,12,15,ㄐㄩㄝ
06071,撧,手,12,15,ㄐㄩㄝ
06072,亅,亅,0,1,ㄐㄩㄝˊ
06073,孓,子,0,3,ㄐㄩㄝˊ
06074,決,水,4,7,ㄐㄩㄝˊ
06075,抉,手,4,7,ㄐㄩㄝˊ
06076,玦,玉,4,8,ㄐㄩㄝˊ
06077,芵,艸,4,8,ㄐㄩㄝˊ
06078,訣,言,4,11,ㄐㄩㄝˊ
06079,趹,足,4,11,ㄐㄩㄝˊ
06080,觖,角,4,11,ㄐㄩㄝˊ
06081,駃,馬,4,14,(一)ㄐㄩㄝˊ
06082,鴃,鳥,4,15,(一)ㄐㄩㄝˊ
06083,&92cf._104_0.gif;,谷,0,7,ㄐㄩㄝˊ
06084,腳,肉,9,13,(二)（讀音）ㄐㄩㄝˊ
06085,角,角,0,7,(二)ㄐㄩㄝˊ
06086,捔,手,7,10,(一)ㄐㄩㄝˊ
06087,桷,木,7,11,ㄐㄩㄝˊ
06088,玨,玉,4,8,ㄐㄩㄝˊ
06089,倔,人,8,10,(一)ㄐㄩㄝˊ
06090,掘,手,8,11,ㄐㄩㄝˊ
06091,崛,山,8,11,ㄐㄩㄝˊ
06092,䘿,衣,8,14,ㄐㄩㄝˊ
06093,厥,厂,10,12,ㄐㄩㄝˊ
06094,劂,刀,12,14,ㄐㄩㄝˊ
06095,嶡,山,12,15,(二)ㄐㄩㄝˊ
06096,獗,犬,12,15,ㄐㄩㄝˊ
06097,橛,木,12,16,ㄐㄩㄝˊ
06098,蕨,艸,12,16,ㄐㄩㄝˊ
06099,蹶,足,12,19,(一)ㄐㄩㄝˊ
06100,鱖,魚,12,23,(二)（又音）ㄐㄩㄝˊ
06101,傕,人,10,12,ㄐㄩㄝˊ
06102,絕,糸,6,12,ㄐㄩㄝˊ
06103,蕝,艸,12,16,(一)ㄐㄩㄝˊ
06104,較,車,6,13,(三)ㄐㄩㄝˊ
06105,潏,水,12,15,ㄐㄩㄝˊ
06106,譎,言,12,19,ㄐㄩㄝˊ
06107,鐍,金,12,20,ㄐㄩㄝˊ
06108,噱,口,13,16,(一)ㄐㄩㄝˊ
06109,臄,肉,13,17,ㄐㄩㄝˊ
06110,爵,爪,13,17,ㄐㄩㄝˊ
06111,嚼,口,17,20,(一)ㄐㄩㄝˊ
06112,爝,火,17,21,ㄐㄩㄝˊ
06113,屩,尸,15,18,ㄐㄩㄝˊ
06114,蹻,足,12,19,(三)ㄐㄩㄝˊ
06115,矍,目,15,20,ㄐㄩㄝˊ
06116,戄,心,20,23,ㄐㄩㄝˊ
06117,攫,手,20,23,ㄐㄩㄝˊ
06118,玃,犬,20,23,ㄐㄩㄝˊ
06119,彏,弓,20,23,ㄐㄩㄝˊ
06120,蠼,虫,20,26,ㄐㄩㄝˊ
06121,躩,足,20,27,ㄐㄩㄝˊ
06122,钁,金,20,28,ㄐㄩㄝˊ
06123,覺,見,13,20,(一)ㄐㄩㄝˊ
06124,蹶,足,12,19,(二)ㄐㄩㄝˇ
06125,倔,人,8,10,(二)ㄐㄩㄝˋ
06126,身,身,0,7,(二)ㄐㄩㄢ
06127,涓,水,7,10,ㄐㄩㄢ
06128,悁,心,7,10,(二)ㄐㄩㄢ
06129,捐,手,7,10,ㄐㄩㄢ
06130,娟,女,7,10,ㄐㄩㄢ
06131,鞙,革,7,16,ㄐㄩㄢ
06132,鵑,鳥,7,18,ㄐㄩㄢ
06133,圈,囗,8,11,(三)ㄐㄩㄢ
06134,朘,月,7,11,ㄐㄩㄢ
06135,鐫,金,12,20,ㄐㄩㄢ
06136,蠲,虫,17,23,ㄐㄩㄢ
06137,卷,卩,6,8,(二)ㄐㄩㄢˇ
06138,帣,巾,6,9,(二)ㄐㄩㄢˇ
06139,捲,手,8,11,ㄐㄩㄢˇ
06140,卷,卩,6,8,(一)ㄐㄩㄢˋ
06141,帣,巾,6,9,(一)ㄐㄩㄢˋ
06142,倦,人,8,10,ㄐㄩㄢˋ
06143,眷,目,6,11,ㄐㄩㄢˋ
06144,圈,囗,8,11,(四)ㄐㄩㄢˋ
06145,睠,目,8,13,ㄐㄩㄢˋ
06146,悁,心,7,10,(一)ㄐㄩㄢˋ
06147,狷,犬,7,10,ㄐㄩㄢˋ
06148,睊,目,7,12,ㄐㄩㄢˋ
06149,罥,网,7,12,ㄐㄩㄢˋ
06150,絹,糸,7,13,ㄐㄩㄢˋ
06151,鄄,邑,9,12,ㄐㄩㄢˋ
06152,雋,隹,4,12,(一)ㄐㄩㄢˋ
06153,楗,木,9,13,ㄐㄩㄢˋ
06154,均,土,4,7,(一)ㄐㄩㄣ
06155,袀,衣,4,10,ㄐㄩㄣ
06156,鈞,金,4,12,ㄐㄩㄣ
06157,君,口,4,7,ㄐㄩㄣ
06157A,涒,水,7,10,(二)ㄐㄩㄣ
06158,頵,頁,7,16,ㄐㄩㄣ
06159,囷,囗,5,8,ㄐㄩㄣ
06160,軍,車,2,9,ㄐㄩㄣ
06161,皸,皮,9,14,ㄐㄩㄣ
06162,麇,鹿,5,16,(一)ㄐㄩㄣ
06163,龜,龜,0,16,(二)ㄐㄩㄣ
06164,窘,穴,7,12,(二)（又音）ㄐㄩㄣˇ
06165,俊,人,7,9,ㄐㄩㄣˋ
06166,浚,水,7,10,ㄐㄩㄣˋ
06167,峻,山,7,10,ㄐㄩㄣˋ
06168,焌,火,7,11,ㄐㄩㄣˋ
06169,晙,日,7,11,ㄐㄩㄣˋ
06170,竣,立,7,12,ㄐㄩㄣˋ
06171,睃,目,7,12,ㄐㄩㄣˋ
06172,畯,田,7,12,ㄐㄩㄣˋ
06173,葰,艸,9,13,ㄐㄩㄣˋ
06174,餕,食,7,15,ㄐㄩㄣˋ
06175,㕙,厶,13,15,ㄐㄩㄣˋ
06176,駿,馬,7,17,ㄐㄩㄣˋ
06177,鵔,鳥,7,18,ㄐㄩㄣˋ
06178,捃,手,7,10,ㄐㄩㄣˋ
06179,郡,邑,7,10,ㄐㄩㄣˋ
06180,莙,艸,7,11,ㄐㄩㄣˋ
06181,菌,艸,8,12,ㄐㄩㄣˋ
06182,箘,竹,8,14,ㄐㄩㄣˋ
06183,雋,隹,4,12,(二)ㄐㄩㄣˋ
06184,寯,宀,12,15,ㄐㄩㄣˋ
06185,濬,水,14,17,ㄐㄩㄣˋ
06186,冂,冂,0,2,ㄐㄩㄥ
06187,坰,土,5,8,ㄐㄩㄥ
06188,扃,戶,5,9,(一)ㄐㄩㄥ
06189,駉,馬,5,15,ㄐㄩㄥ
06190,冏,冂,5,7,ㄐㄩㄥˇ
06191,囧,囗,4,7,ㄐㄩㄥˇ
06192,泂,水,5,8,ㄐㄩㄥˇ
06193,炯,火,5,9,ㄐㄩㄥˇ
06194,迥,辵,5,9,ㄐㄩㄥˇ
06195,扃,戶,5,9,(二)ㄐㄩㄥˇ
06196,絅,糸,5,11,ㄐㄩㄥˇ
06197,炅,火,4,8,(一)ㄐㄩㄥˇ
06198,窘,穴,7,12,(一)ㄐㄩㄥˇ
06199,熲,火,11,15,ㄐㄩㄥˇ
06200,褧,衣,10,16,ㄐㄩㄥˇ
06201,啐,口,8,11,(二)˙ㄑ
06202,七,一,1,2,ㄑㄧ
06203,沏,水,4,7,(一)ㄑㄧ
06204,柒,木,5,9,ㄑㄧ
06205,妻,女,5,8,(一)ㄑㄧ
06206,淒,水,8,11,ㄑㄧ
06207,悽,心,8,11,ㄑㄧ
06208,郪,邑,8,11,ㄑㄧ
06209,棲,木,8,12,(一)ㄑㄧ
06210,萋,艸,8,12,ㄑㄧ
06211,栖,木,6,10,(二)（又音）ㄑㄧ
06212,倛,人,8,10,ㄑㄧ
06213,娸,女,8,11,ㄑㄧ
06214,期,月,8,12,(二)（又音）ㄑㄧ
06215,欺,欠,8,12,ㄑㄧ
06216,僛,人,12,14,ㄑㄧ
06217,諆,言,8,15,ㄑㄧ
06218,䫏,頁,8,17,ㄑㄧ
06219,桼,木,7,11,ㄑㄧ
06220,漆,水,11,14,(一)ㄑㄧ
06221,戚,戈,7,11,(一)ㄑㄧ
06222,嘁,口,11,14,(二)ㄑㄧ
06223,慼,心,11,15,ㄑㄧ
06224,攲,支,8,12,ㄑㄧ
06225,溪,水,10,13,(二)（又音）ㄑㄧ
06226,磎,石,10,15,(二)（又音）ㄑㄧ
06227,谿,谷,10,17,(二)（又音）ㄑㄧ
06228,鸂,鳥,13,24,(二)（又音）ㄑㄧ
06229,榿,木,10,14,ㄑㄧ
06230,緝,糸,9,15,(二)ㄑㄧ
06231,亓,二,2,4,ㄑㄧˊ
06232,示,示,0,5,(一)ㄑㄧˊ
06233,祁,示,3,8,ㄑㄧˊ
06234,圻,土,4,7,(一)ㄑㄧˊ
06235,肵,肉,4,8,(一)ㄑㄧˊ
06236,祈,示,4,9,ㄑㄧˊ
06237,旂,方,6,10,ㄑㄧˊ
06238,頎,頁,4,13,ㄑㄧˊ
06239,蘄,艸,16,20,ㄑㄧˊ
06240,岐,山,4,7,ㄑㄧˊ
06241,枝,木,4,8,(二)ㄑㄧˊ
06242,歧,止,4,8,ㄑㄧˊ
06243,蚑,虫,4,10,ㄑㄧˊ
06244,跂,足,4,11,(一)ㄑㄧˊ
06245,其,八,6,8,(一)ㄑㄧˊ
06246,淇,水,8,11,ㄑㄧˊ
06247,琪,玉,8,12,ㄑㄧˊ
06248,期,月,8,12,(一)ㄑㄧˊ
06249,棋,木,8,12,(一)ㄑㄧˊ
06250,萁,艸,8,12,(一)ㄑㄧˊ
06251,祺,示,8,13,ㄑㄧˊ
06252,旗,方,10,14,ㄑㄧˊ
06253,綦,糸,8,14,ㄑㄧˊ
06254,蜞,虫,8,14,ㄑㄧˊ
06255,騏,馬,8,18,ㄑㄧˊ
06256,麒,鹿,8,19,ㄑㄧˊ
06257,奇,大,5,8,(一)ㄑㄧˊ
06258,埼,土,8,11,ㄑㄧˊ
06259,崎,山,8,11,ㄑㄧˊ
06260,琦,玉,8,12,ㄑㄧˊ
06261,碕,石,8,13,ㄑㄧˊ
06262,踦,足,8,15,(三)ㄑㄧˊ
06263,錡,金,8,16,ㄑㄧˊ
06264,騎,馬,8,18,(一)ㄑㄧˊ
06265,芪,艸,4,8,ㄑㄧˊ
06266,祇,示,4,9,(一)ㄑㄧˊ
06267,衹,衣,4,10,(一)ㄑㄧˊ
06268,俟,人,7,9,(二)ㄑㄧˊ
06269,耆,老,4,10,ㄑㄧˊ
06270,鮨,魚,6,17,ㄑㄧˊ
06271,鬐,髟,10,20,ㄑㄧˊ
06272,鰭,魚,10,21,ㄑㄧˊ
06273,畦,田,6,11,(二)（語音）ㄑㄧˊ
06274,齊,齊,0,14,(一)ㄑㄧˊ
